"State","Land Use & Land Use Change Categories","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Michigan","Total Forest Land",8053.78,8054.68,8055.59,8056.5,8057.39,8058.29,8059.19,8060.08,8060.98,8061.87,8062.75,8063.62,8064.49,8065.36,8066.23,8067.11,8067.92,8068.74,8069.56,8070.38,8071.19,8072.01,8072.69,8073.36,8074.04,8074.71,8075.39,8076.06,8072.69,8073.36,8074.04,8074.71,8075.39,8076.06
"Michigan","FF",8034.64,8035.54,8036.45,8037.36,8038.25,8039.15,8040.04,8040.94,8041.84,8042.73,8043.6,8044.48,8045.35,8046.22,8047.09,8047.97,8048.78,8049.6,8050.42,8051.23,8052.05,8052.87,8053.55,8054.22,8054.9,8055.57,8056.25,8056.92,8053.55,8054.22,8054.9,8055.57,8056.25,8056.92
"Michigan","Total Land Converted to Forest Land",19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14,19.14
"Michigan","CF",5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.71,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
"Michigan","GF",2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16
"Michigan","OF",0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
"Michigan","SF",5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37,5.37
"Michigan","WF",5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04
"Michigan","Total Forest Land Converted to Land",18.23,18.23,18.23,18.23,18.25,18.25,18.25,18.25,18.25,18.25,18.27,18.27,18.27,18.27,18.27,18.27,18.32,18.32,18.32,18.32,18.32,18.32,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.46,18.46
"Michigan","FC",4.95,4.95,4.95,4.95,4.94,4.94,4.94,4.94,4.94,4.94,4.92,4.92,4.92,4.92,4.92,4.92,4.89,4.89,4.89,4.89,4.89,4.89,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84
"Michigan","FG",1.38,1.38,1.38,1.38,1.39,1.39,1.39,1.39,1.39,1.39,1.41,1.41,1.41,1.41,1.41,1.41,1.49,1.49,1.49,1.49,1.49,1.49,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
"Michigan","FO",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.12,0.12,0.16,0.16,0.16,0.16,0.16,0.16,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
"Michigan","FS",6.02,6.02,6.02,6.02,6.06,6.06,6.06,6.06,6.06,6.06,6.09,6.09,6.09,6.09,6.09,6.09,6.12,6.12,6.12,6.12,6.12,6.12,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14,6.14
"Michigan","FW",5.78,5.78,5.78,5.78,5.77,5.77,5.77,5.77,5.77,5.77,5.74,5.74,5.74,5.74,5.74,5.74,5.67,5.67,5.67,5.67,5.67,5.67,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48
"Minnesota","Total Forest Land",6879.24,6887.69,6896.15,6904.6,6913.05,6921.5,6929.95,6938.39,6946.84,6955.29,6963.69,6972.08,6980.48,6988.88,6997.28,7005.54,7013.8,7022.07,7030.33,7038.59,7046.48,7054.37,7062.26,7070.15,7078.04,7084.63,7091.23,7097.82,7104.41,7111.01,7084.63,7091.23,7097.82,7104.41
"Minnesota","FF",6857.73,6866.18,6874.63,6883.09,6891.54,6899.84,6908.28,6916.73,6925.18,6933.63,6941.87,6950.27,6958.67,6967.06,6975.46,6983.58,6991.84,7000.1,7008.37,7016.63,7024.38,7032.27,7040.15,7048.04,7055.93,7062.41,7069,7075.6,7082.19,7088.78,7062.41,7069,7075.6,7082.19
"Minnesota","Total Land Converted to Forest Land",21.51,21.51,21.51,21.51,21.51,21.66,21.66,21.66,21.66,21.66,21.81,21.81,21.81,21.81,21.81,21.96,21.96,21.96,21.96,21.96,22.1,22.1,22.1,22.1,22.1,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22
"Minnesota","CF",4.38,4.38,4.38,4.38,4.38,4.42,4.42,4.42,4.42,4.42,4.45,4.45,4.45,4.45,4.45,4.48,4.48,4.48,4.48,4.48,4.51,4.51,4.51,4.51,4.51,4.54,4.54,4.54,4.54,4.54,4.54,4.54,4.54,4.54
"Minnesota","GF",1.46,1.46,1.46,1.46,1.46,1.47,1.47,1.47,1.47,1.47,1.48,1.48,1.48,1.48,1.48,1.49,1.49,1.49,1.49,1.49,1.5,1.5,1.5,1.5,1.5,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51
"Minnesota","OF",1.64,1.64,1.64,1.64,1.64,1.65,1.65,1.65,1.65,1.65,1.66,1.66,1.66,1.66,1.66,1.68,1.68,1.68,1.68,1.68,1.69,1.69,1.69,1.69,1.69,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7
"Minnesota","SF",3.71,3.71,3.71,3.71,3.71,3.74,3.74,3.74,3.74,3.74,3.77,3.77,3.77,3.77,3.77,3.8,3.8,3.8,3.8,3.8,3.82,3.82,3.82,3.82,3.82,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84
"Minnesota","WF",10.32,10.32,10.32,10.32,10.32,10.39,10.39,10.39,10.39,10.39,10.46,10.46,10.46,10.46,10.46,10.52,10.52,10.52,10.52,10.52,10.59,10.59,10.59,10.59,10.59,10.64,10.64,10.64,10.64,10.64,10.64,10.64,10.64,10.64
"Minnesota","Total Forest Land Converted to Land",13.06,13.06,13.06,13.06,13.06,13.22,13.22,13.22,13.22,13.22,13.42,13.42,13.42,13.42,13.42,13.7,13.7,13.7,13.7,13.7,14.22,14.22,14.22,14.22,14.22,15.63,15.63,15.63,15.63,15.63,15.63,15.63,15.63,15.63
"Minnesota","FC",3.16,3.16,3.16,3.16,3.16,3.13,3.13,3.13,3.13,3.13,3.1,3.1,3.1,3.1,3.1,3.07,3.07,3.07,3.07,3.07,3.03,3.03,3.03,3.03,3.03,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98
"Minnesota","FG",0.66,0.66,0.66,0.66,0.66,0.65,0.65,0.65,0.65,0.65,0.63,0.63,0.63,0.63,0.63,0.6,0.6,0.6,0.6,0.6,0.56,0.56,0.56,0.56,0.56,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49
"Minnesota","FO",0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.98,0.98,0.98,0.98,0.98,1.05,1.05,1.05,1.05,1.05,1.34,1.34,1.34,1.34,1.34,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65
"Minnesota","FS",3.42,3.42,3.42,3.42,3.42,3.63,3.63,3.63,3.63,3.63,3.89,3.89,3.89,3.89,3.89,4.19,4.19,4.19,4.19,4.19,4.55,4.55,4.55,4.55,4.55,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97
"Minnesota","FW",4.86,4.86,4.86,4.86,4.86,4.84,4.84,4.84,4.84,4.84,4.82,4.82,4.82,4.82,4.82,4.79,4.79,4.79,4.79,4.79,4.74,4.74,4.74,4.74,4.74,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55
"Mississippi","Total Forest Land",7899.95,7896.76,7893.58,7890.39,7887.2,7883.59,7879.98,7876.36,7872.75,7869.13,7865.52,7862.02,7858.52,7855.02,7851.51,7848.01,7844.51,7841.01,7836.4,7831.78,7827.17,7822.56,7817.95,7813.34,7808.13,7802.92,7797.71,7792.5,7787.29,7782.08,7808.13,7802.92,7797.71,7792.5
"Mississippi","FF",7875.75,7872.56,7869.37,7866.19,7863,7859.46,7855.85,7852.24,7848.62,7845.01,7841.4,7841.42,7837.91,7834.41,7830.91,7827.41,7823.91,7820.4,7812.46,7807.84,7803.23,7798.62,7794.01,7789.4,7784.3,7779.09,7773.88,7768.67,7763.46,7758.24,7784.3,7779.09,7773.88,7768.67
"Mississippi","Total Land Converted to Forest Land",24.2,24.2,24.2,24.2,24.2,24.12,24.12,24.12,24.12,24.12,24.12,20.6,20.6,20.6,20.6,20.6,20.6,20.6,23.94,23.94,23.94,23.94,23.94,23.94,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83,23.83
"Mississippi","CF",10.87,10.87,10.87,10.87,10.87,10.84,10.84,10.84,10.84,10.84,10.84,9.26,9.26,9.26,9.26,9.26,9.26,9.26,10.76,10.76,10.76,10.76,10.76,10.76,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71,10.71
"Mississippi","GF",7.17,7.17,7.17,7.17,7.17,7.14,7.14,7.14,7.14,7.14,7.14,6.1,6.1,6.1,6.1,6.1,6.1,6.1,7.09,7.09,7.09,7.09,7.09,7.09,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05
"Mississippi","OF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mississippi","SF",5.56,5.56,5.56,5.56,5.56,5.54,5.54,5.54,5.54,5.54,5.54,4.73,4.73,4.73,4.73,4.73,4.73,4.73,5.5,5.5,5.5,5.5,5.5,5.5,5.47,5.47,5.47,5.47,5.47,5.47,5.47,5.47,5.47,5.47
"Mississippi","WF",0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
"Mississippi","Total Forest Land Converted to Land",27.39,27.39,27.39,27.39,27.39,27.74,27.74,27.74,27.74,27.74,27.74,24.11,24.11,24.11,24.11,24.11,24.11,24.11,28.55,28.55,28.55,28.55,28.55,28.55,29.04,29.04,29.04,29.04,29.04,29.04,29.04,29.04,29.04,29.04
"Mississippi","FC",5.04,5.04,5.04,5.04,5.04,5.01,5.01,5.01,5.01,5.01,5.01,4.27,4.27,4.27,4.27,4.27,4.27,4.27,4.96,4.96,4.96,4.96,4.96,4.96,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93,4.93
"Mississippi","FG",9.75,9.75,9.75,9.75,9.75,9.32,9.32,9.32,9.32,9.32,9.32,7.57,7.57,7.57,7.57,7.57,7.57,7.57,8.27,8.27,8.27,8.27,8.27,8.27,7.61,7.61,7.61,7.61,7.61,7.61,7.61,7.61,7.61,7.61
"Mississippi","FO",0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.04,0.04,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
"Mississippi","FS",10.26,10.26,10.26,10.26,10.26,10.91,10.91,10.91,10.91,10.91,10.91,9.99,9.99,9.99,9.99,9.99,9.99,9.99,12.51,12.51,12.51,12.51,12.51,12.51,13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48
"Mississippi","FW",2.33,2.33,2.33,2.33,2.33,2.47,2.47,2.47,2.47,2.47,2.47,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.78,2.78,2.78,2.78,2.78,2.78,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88
"Missouri","Total Forest Land",6206.45,6206.74,6207.02,6207.31,6207.59,6207.87,6208.15,6208.43,6208.71,6208.99,6209.21,6209.43,6209.65,6209.87,6210.09,6210.31,6210.43,6210.55,6210.67,6210.8,6210.92,6211.04,6211.17,6211.19,6211.21,6211.23,6211.25,6211.27,6211.29,6211.19,6211.21,6211.23,6211.25,6211.27
"Missouri","FF",6183.7,6183.98,6184.27,6184.55,6181.03,6181.31,6181.59,6181.87,6182.15,6182.43,6182.64,6182.86,6183.08,6183.3,6183.52,6183.73,6187.65,6187.77,6187.89,6188.01,6188.14,6188.26,6188.38,6184.6,6184.62,6184.64,6184.66,6184.69,6184.71,6184.6,6184.62,6184.64,6184.66,6184.69
"Missouri","Total Land Converted to Forest Land",22.76,22.76,22.76,22.76,26.56,26.56,26.56,26.56,26.56,26.56,26.57,26.57,26.57,26.57,26.57,26.57,22.78,22.78,22.78,22.78,22.78,22.78,22.78,26.59,26.59,26.59,26.59,26.59,26.59,26.59,26.59,26.59,26.59,26.59
"Missouri","CF",6.32,6.32,6.32,6.32,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,6.33,6.33,6.33,6.33,6.33,6.33,6.33,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38
"Missouri","GF",12.45,12.45,12.45,12.45,14.53,14.53,14.53,14.53,14.53,14.53,14.54,14.54,14.54,14.54,14.54,14.54,12.47,12.47,12.47,12.47,12.47,12.47,12.47,14.55,14.55,14.55,14.55,14.55,14.55,14.55,14.55,14.55,14.55,14.55
"Missouri","OF",0.25,0.25,0.25,0.25,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
"Missouri","SF",2.46,2.46,2.46,2.46,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87,2.87
"Missouri","WF",1.28,1.28,1.28,1.28,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49,1.49
"Missouri","Total Forest Land Converted to Land",22.47,22.47,22.47,22.47,26.28,26.28,26.28,26.28,26.28,26.28,26.35,26.35,26.35,26.35,26.35,26.35,22.66,22.66,22.66,22.66,22.66,22.66,22.66,26.57,26.57,26.57,26.57,26.57,26.57,26.57,26.57,26.57,26.57,26.57
"Missouri","FC",7.71,7.71,7.71,7.71,8.96,8.96,8.96,8.96,8.96,8.96,8.91,8.91,8.91,8.91,8.91,8.91,7.6,7.6,7.6,7.6,7.6,7.6,7.6,8.82,8.82,8.82,8.82,8.82,8.82,8.82,8.82,8.82,8.82,8.82
"Missouri","FG",10.4,10.4,10.4,10.4,12.07,12.07,12.07,12.07,12.07,12.07,11.97,11.97,11.97,11.97,11.97,11.97,10.14,10.14,10.14,10.14,10.14,10.14,10.14,11.64,11.64,11.64,11.64,11.64,11.64,11.64,11.64,11.64,11.64,11.64
"Missouri","FO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Missouri","FS",2.85,2.85,2.85,2.85,3.45,3.45,3.45,3.45,3.45,3.45,3.61,3.61,3.61,3.61,3.61,3.61,3.27,3.27,3.27,3.27,3.27,3.27,3.27,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08
"Missouri","FW",1.5,1.5,1.5,1.5,1.8,1.8,1.8,1.8,1.8,1.8,1.86,1.86,1.86,1.86,1.86,1.86,1.65,1.65,1.65,1.65,1.65,1.65,1.65,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03
"Montana","Total Forest Land",10110.09,10117.7,10125.3,10132.91,10140.51,10148.11,10155.72,10162.87,10170.03,10177.18,10184.34,10191.49,10198.65,10205.8,10212.96,10220.11,10227.27,10233.71,10240.14,10246.58,10253.02,10259.46,10265.9,10272.33,10278.77,10285.21,10291.65,10233.71,10240.14,10246.58,10253.02,10259.46,10265.9,10272.33
"Montana","FF",10086.97,10094.57,10102.18,10109.78,10117.39,10124.99,10132.6,10139.67,10146.83,10153.98,10161.14,10168.29,10175.44,10182.6,10189.75,10196.91,10204.06,10210.45,10216.89,10223.33,10229.77,10236.2,10242.64,10249.08,10255.52,10261.95,10268.39,10210.45,10216.89,10223.33,10229.77,10236.2,10242.64,10249.08
"Montana","Total Land Converted to Forest Land",23.12,23.12,23.12,23.12,23.12,23.12,23.12,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.2,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25,23.25
"Montana","CF",0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52
"Montana","GF",19.16,19.16,19.16,19.16,19.16,19.16,19.16,19.23,19.23,19.23,19.23,19.23,19.23,19.23,19.23,19.23,19.23,19.27,19.27,19.27,19.27,19.27,19.27,19.27,19.27,19.27,19.27,19.27,19.27,19.27,19.27,19.27,19.27,19.27
"Montana","OF",2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"Montana","SF",0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
"Montana","WF",0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
"Montana","Total Forest Land Converted to Land",15.52,15.52,15.52,15.52,15.52,15.52,15.52,16.05,16.05,16.05,16.05,16.05,16.05,16.05,16.05,16.05,16.05,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82,16.82
"Montana","FC",0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
"Montana","FG",12.52,12.52,12.52,12.52,12.52,12.52,12.52,12.82,12.82,12.82,12.82,12.82,12.82,12.82,12.82,12.82,12.82,13.18,13.18,13.18,13.18,13.18,13.18,13.18,13.18,13.18,13.18,13.18,13.18,13.18,13.18,13.18,13.18,13.18
"Montana","FO",1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09
"Montana","FS",1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71
"Montana","FW",0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
"Montana","Total Woodlands Remaining Woodlands",243.81,244.36,244.9,245.44,245.98,246.53,247.07,247.61,248.35,249.09,249.83,250.58,251.32,252.06,252.8,253.54,254.28,255.03,256.05,257.07,258.1,259.12,260.14,261.17,262.19,263.21,264.24,255.03,256.05,257.07,258.1,259.12,260.14,261.17
"Nebraska","Total Forest Land",665.17,661.47,657.77,654.07,650.25,646.43,642.62,638.8,634.98,631.17,627.25,623.34,619.42,615.51,611.6,607.68,603.69,599.71,595.72,591.73,587.74,583.75,579.72,575.69,571.65,567.62,563.59,559.55,579.72,575.69,571.65,567.62,563.59,559.55
"Nebraska","FF",657.26,653.56,649.86,646.16,642.63,638.82,635,631.18,627.37,623.55,619.94,616.02,612.11,608.2,604.28,600.37,596.69,592.7,588.71,584.72,580.73,576.75,573.02,568.99,564.96,560.92,556.89,552.85,573.02,568.99,564.96,560.92,556.89,552.85
"Nebraska","Total Land Converted to Forest Land",7.91,7.91,7.91,7.91,7.62,7.62,7.62,7.62,7.62,7.62,7.32,7.32,7.32,7.32,7.32,7.32,7.01,7.01,7.01,7.01,7.01,7.01,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
"Nebraska","CF",0.61,0.61,0.61,0.61,0.59,0.59,0.59,0.59,0.59,0.59,0.57,0.57,0.57,0.57,0.57,0.57,0.54,0.54,0.54,0.54,0.54,0.54,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52
"Nebraska","GF",6.16,6.16,6.16,6.16,5.92,5.92,5.92,5.92,5.92,5.92,5.68,5.68,5.68,5.68,5.68,5.68,5.44,5.44,5.44,5.44,5.44,5.44,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19,5.19
"Nebraska","OF",0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
"Nebraska","SF",0.54,0.54,0.54,0.54,0.52,0.52,0.52,0.52,0.52,0.52,0.5,0.5,0.5,0.5,0.5,0.5,0.48,0.48,0.48,0.48,0.48,0.48,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
"Nebraska","WF",0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26
"Nebraska","Total Forest Land Converted to Land",11.61,11.61,11.61,11.61,11.43,11.43,11.43,11.43,11.43,11.43,11.23,11.23,11.23,11.23,11.23,11.23,11,11,11,11,11,11,10.73,10.73,10.73,10.73,10.73,10.73,10.73,10.73,10.73,10.73,10.73,10.73
"Nebraska","FC",1.74,1.74,1.74,1.74,1.82,1.82,1.82,1.82,1.82,1.82,1.91,1.91,1.91,1.91,1.91,1.91,2.02,2.02,2.02,2.02,2.02,2.02,2.14,2.14,2.14,2.14,2.14,2.14,2.14,2.14,2.14,2.14,2.14,2.14
"Nebraska","FG",8.96,8.96,8.96,8.96,8.73,8.73,8.73,8.73,8.73,8.73,8.47,8.47,8.47,8.47,8.47,8.47,8.18,8.18,8.18,8.18,8.18,8.18,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86,7.86
"Nebraska","FO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nebraska","FS",0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
"Nebraska","FW",0.32,0.32,0.32,0.32,0.29,0.29,0.29,0.29,0.29,0.29,0.25,0.25,0.25,0.25,0.25,0.25,0.21,0.21,0.21,0.21,0.21,0.21,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
"Nevada","Total Forest Land",2264.48,2278.51,2292.55,2306.58,2320.62,2334.66,2348.69,2362.73,2376.76,2395.19,2413.62,2432.04,2450.47,2468.9,2487.33,2505.75,2524.18,2542.61,2564.39,2586.18,2607.96,2629.75,2651.53,2673.31,2695.1,2716.88,2738.67,2562.21,2581.82,2601.43,2621.03,2640.64,2660.24,2679.85
"Nevada","FF",2237.05,2251.09,2265.12,2279.16,2293.19,2307.23,2321.27,2335.3,2349.34,2362.57,2381,2399.43,2417.86,2436.28,2454.71,2473.14,2491.56,2509.99,2529.24,2551.03,2572.81,2594.59,2616.38,2638.16,2659.95,2681.73,2703.52,2530.58,2550.18,2569.79,2589.4,2609,2628.61,2648.21
"Nevada","Total Land Converted to Forest Land",27.43,27.43,27.43,27.43,27.43,27.43,27.43,27.43,27.43,32.62,32.62,32.62,32.62,32.62,32.62,32.62,32.62,32.62,35.15,35.15,35.15,35.15,35.15,35.15,35.15,35.15,35.15,31.64,31.64,31.64,31.64,31.64,31.64,31.64
"Nevada","CF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nevada","GF",26.88,26.88,26.88,26.88,26.88,26.88,26.88,26.88,26.88,31.97,31.97,31.97,31.97,31.97,31.97,31.97,31.97,31.97,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,34.45,31.01,31.01,31.01,31.01,31.01,31.01,31.01
"Nevada","OF",0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.63,0.63,0.63,0.63,0.63,0.63,0.63
"Nevada","SF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nevada","WF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nevada","Total Forest Land Converted to Land",13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.19,13.37,13.37,13.37,13.37,13.37,13.37,13.37,13.37,13.37,12.03,12.03,12.03,12.03,12.03,12.03,12.03
"Nevada","FC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nevada","FG",13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,13.39,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.19,14.19,13.37,13.37,13.37,13.37,13.37,13.37,13.37,13.37,13.37,12.03,12.03,12.03,12.03,12.03,12.03,12.03
"Nevada","FO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
